id,system_id,index,name,orbit,source_row_index,star_colour_code,world_type,atmosphere,temperature,biosphere,population,tech_level,government,notable_features,factions,tags
sys-0005-w01,sys-0005,1,Night Yperion,1,2,B,AgriWorld,Breathable,Cold,Nonexistent,Minimal,Low,ClansTribes,AncientArchive;CelestialPhenomena;CivilWar,demiurg_allies,atmosphere:breathable;biosphere:nonexistent;feature:ancient_archive;feature:celestial_phenomena;feature:civil_war;gov:clans_tribes;population:minimal;star:blue_white;tech:low;temperature:cold;world_type:agri_world
sys-0005-w02,sys-0005,2,Deep Tempestus,2,8,A,AgriWorld,Breathable,Temperate,Thriving,LightlyPopulated,Standard,ExploratorAuthority,CivilWar;AncientArchive;CelestialPhenomena,rogue_trader_militant_houses,atmosphere:breathable;biosphere:thriving;feature:ancient_archive;feature:celestial_phenomena;feature:civil_war;gov:explorator_authority;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:agri_world
sys-0005-w03,sys-0005,3,Palladia,3,5,B,AgriWorld,Breathable,Cold,Minimal,SoleSettlement,Low,Demagogue,BlindingMists;CelestialPhenomena;CivilWar,kasrkin_companies;tarellian_dog_soldiers,atmosphere:breathable;biosphere:minimal;feature:blinding_mists;feature:celestial_phenomena;feature:civil_war;gov:demagogue;population:sole_settlement;star:blue_white;tech:low;temperature:cold;world_type:agri_world
sys-0006-w01,sys-0006,1,Mandragor Ferrum,1,18,F,DeadWorld,Tainted,Hot,XenoDominance,ExtremelyDense,XenoHybrid,MilitaryGovernor,FailedParadise;FlyingCities;AncientArchive,angels_of_redemption;court_of_the_archon;kauyon_ambush_cadres,atmosphere:tainted;biosphere:xeno_dominance;feature:ancient_archive;feature:failed_paradise;feature:flying_cities;gov:military_governor;population:extremely_dense;star:yellow_white;tech:xeno_hybrid;temperature:hot;world_type:dead_world
sys-0006-w02,sys-0006,2,Sunless Cocytia,2,6,B,AgriWorld,Breathable,Temperate,Minimal,SoleSettlement,Low,EcclesiarchicalAppointee,CelestialPhenomena;AlteredHumans;CivilWar,merchant_fleet_combine;house_rthegn,atmosphere:breathable;biosphere:minimal;feature:altered_humans;feature:celestial_phenomena;feature:civil_war;gov:ecclesiarchical_appointee;population:sole_settlement;star:blue_white;tech:low;temperature:temperate;world_type:agri_world
sys-0006-w03,sys-0006,3,Pious Quirina Mortis,3,11,A,BastionWorld,Thin,Temperate,Poisoned,DenselyPopulated,Standard,HereticalImperialCult,DaemonicCorruption;CrumblingArcologies;DangerousWildlife,battlefleet_calixis;imperial_armour_brigades;savlar_chem_dogs,atmosphere:thin;biosphere:poisoned;feature:crumbling_arcologies;feature:daemonic_corruption;feature:dangerous_wildlife;gov:heretical_imperial_cult;population:densely_populated;star:white;tech:standard;temperature:temperate;world_type:bastion_world
sys-0006-w04,sys-0006,4,Narthax,4,6,B,AgriWorld,Breathable,Temperate,Minimal,SoleSettlement,Low,EcclesiarchicalAppointee,CelestialPhenomena;AncientArchive;AlteredHumans,ruinous_shrine_keepers;geno_five_two_chiliad,atmosphere:breathable;biosphere:minimal;feature:altered_humans;feature:ancient_archive;feature:celestial_phenomena;gov:ecclesiarchical_appointee;population:sole_settlement;star:blue_white;tech:low;temperature:temperate;world_type:agri_world
sys-0006-w05,sys-0006,5,Howling Dolorus,5,5,B,AgriWorld,Breathable,Cold,Minimal,SoleSettlement,Low,Demagogue,BlindingMists;ArchaeotechRuins;CelestialPhenomena,tankbusta_mobs;noise_marine_kakophonies,atmosphere:breathable;biosphere:minimal;feature:archaeotech_ruins;feature:blinding_mists;feature:celestial_phenomena;gov:demagogue;population:sole_settlement;star:blue_white;tech:low;temperature:cold;world_type:agri_world
sys-0007-w01,sys-0007,1,Glory Angelion Rampart,1,7,B,AgriWorld,Breathable,Temperate,Thriving,LightlyPopulated,Standard,ElitistTyrant,ChaosCultists;CivilWar;AlteredHumans,followers_of_ynnead,atmosphere:breathable;biosphere:thriving;feature:altered_humans;feature:chaos_cultists;feature:civil_war;gov:elitist_tyrant;population:lightly_populated;star:blue_white;tech:standard;temperature:temperate;world_type:agri_world
sys-0007-w02,sys-0007,2,Brass Theodora,2,10,A,BastionWorld,Exotic,Temperate,Thriving,LightlyPopulated,Standard,Hereteks,CrumblingArcologies;DangerousWildlife;DaemonicCorruption,legio_mortis,atmosphere:exotic;biosphere:thriving;feature:crumbling_arcologies;feature:daemonic_corruption;feature:dangerous_wildlife;gov:hereteks;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:bastion_world
sys-0007-w03,sys-0007,3,Arctyra,3,6,B,AgriWorld,Breathable,Temperate,Minimal,SoleSettlement,Low,EcclesiarchicalAppointee,CelestialPhenomena;BlindingMists;ArchaeotechRuins,legion_of_the_damned;departmento_munitorum,atmosphere:breathable;biosphere:minimal;feature:archaeotech_ruins;feature:blinding_mists;feature:celestial_phenomena;gov:ecclesiarchical_appointee;population:sole_settlement;star:blue_white;tech:low;temperature:temperate;world_type:agri_world
sys-0007-w04,sys-0007,4,Orison Palisade,4,15,A,DeathWorld,Tainted,Hot,XenoHybrid,DenselyPopulated,High,MagistrateCouncil,EugenicCult;FactionalFragmentation;ExtremeEnvironment,fire_caste_cadres;plague_zombie_mobs;sons_of_malice,atmosphere:tainted;biosphere:xeno_hybrid;feature:eugenic_cult;feature:extreme_environment;feature:factional_fragmentation;gov:magistrate_council;population:densely_populated;star:white;tech:high;temperature:hot;world_type:death_world
sys-0008-w01,sys-0008,1,Ember Caelith,1,0,O,AgriWorld,Airless,Freezing,Nonexistent,Uninhabited,Primitive,BalkanizedLocalFactions,Abhumans;AncientArchive;ChaosCultists,,atmosphere:airless;biosphere:nonexistent;feature:abhumans;feature:ancient_archive;feature:chaos_cultists;gov:balkanized_local_factions;population:uninhabited;star:blue_hypergiant;tech:primitive;temperature:freezing;world_type:agri_world
sys-0008-w02,sys-0008,2,Eligiath,2,4,B,AgriWorld,Breathable,Cold,Minimal,SoleSettlement,Low,CorruptAristocrats,ArchaeotechRuins;CivilWar;AncientArchive,mutilator_cabals;inquisition,atmosphere:breathable;biosphere:minimal;feature:ancient_archive;feature:archaeotech_ruins;feature:civil_war;gov:corrupt_aristocrats;population:sole_settlement;star:blue_white;tech:low;temperature:cold;world_type:agri_world
sys-0008-w03,sys-0008,3,Vaxanid,3,19,F,DeadWorld,Toxic,Boiling,XenoDominance,ExtremelyDense,Archaeotech,None,FlyingCities;FailedParadise;ColdWar,armageddon_steel_legion;order_of_the_argent_shroud;anhrathe_corsairs,atmosphere:toxic;biosphere:xeno_dominance;feature:cold_war;feature:failed_paradise;feature:flying_cities;gov:none;population:extremely_dense;star:yellow_white;tech:archaeotech;temperature:boiling;world_type:dead_world
sys-0008-w04,sys-0008,4,Forlornia Crypt,4,19,F,DeadWorld,Toxic,Boiling,XenoDominance,ExtremelyDense,Archaeotech,None,FlyingCities;FailedParadise;FactionalFragmentation,void_dreamer_cabals;purestrain_genestealer_cults;the_tainted,atmosphere:toxic;biosphere:xeno_dominance;feature:factional_fragmentation;feature:failed_paradise;feature:flying_cities;gov:none;population:extremely_dense;star:yellow_white;tech:archaeotech;temperature:boiling;world_type:dead_world
sys-0008-w05,sys-0008,5,Mourn Decimara Dominus,5,9,A,AgriWorld,Corrosive,Temperate,Thriving,LightlyPopulated,Standard,GuildsCombine,ColdWar;CivilWar;ArchaeotechRuins,xenos_artifact_dealers,atmosphere:corrosive;biosphere:thriving;feature:archaeotech_ruins;feature:civil_war;feature:cold_war;gov:guilds_combine;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:agri_world
sys-0008-w06,sys-0008,6,Mandragor Ash,6,6,B,AgriWorld,Breathable,Temperate,Minimal,SoleSettlement,Low,EcclesiarchicalAppointee,CelestialPhenomena;CivilWar;ColdWar,black_legion;ogryn_auxilia,atmosphere:breathable;biosphere:minimal;feature:celestial_phenomena;feature:civil_war;feature:cold_war;gov:ecclesiarchical_appointee;population:sole_settlement;star:blue_white;tech:low;temperature:temperate;world_type:agri_world
sys-0009-w01,sys-0009,1,Barbed Abraxion Oath,1,6,B,AgriWorld,Breathable,Temperate,Minimal,SoleSettlement,Low,EcclesiarchicalAppointee,CelestialPhenomena;BlindingMists;AlteredHumans,legion_of_the_damned;indigan_praefects,atmosphere:breathable;biosphere:minimal;feature:altered_humans;feature:blinding_mists;feature:celestial_phenomena;gov:ecclesiarchical_appointee;population:sole_settlement;star:blue_white;tech:low;temperature:temperate;world_type:agri_world
sys-0009-w02,sys-0009,2,Barathra,2,8,A,AgriWorld,Breathable,Temperate,Thriving,LightlyPopulated,Standard,ExploratorAuthority,CivilWar;ChaosCultists;CelestialPhenomena,followers_of_ynnead,atmosphere:breathable;biosphere:thriving;feature:celestial_phenomena;feature:chaos_cultists;feature:civil_war;gov:explorator_authority;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:agri_world
sys-0009-w03,sys-0009,3,Manticora,3,10,A,BastionWorld,Exotic,Temperate,Thriving,LightlyPopulated,Standard,Hereteks,CrumblingArcologies;DaemonicCorruption;DangerousWildlife,traitor_guard,atmosphere:exotic;biosphere:thriving;feature:crumbling_arcologies;feature:daemonic_corruption;feature:dangerous_wildlife;gov:hereteks;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:bastion_world
sys-0009-w04,sys-0009,4,Grey Quirina Sextus,4,17,A,DeathWorld,Tainted,Hot,XenoHybrid,ExtremelyDense,XenoHybrid,Megacorporations,FactionalFragmentation;ExtremeEnvironment;EugenicCult,vashtorrs_arkifane_hosts;rogue_trader_entourages;indigan_praefects,atmosphere:tainted;biosphere:xeno_hybrid;feature:eugenic_cult;feature:extreme_environment;feature:factional_fragmentation;gov:megacorporations;population:extremely_dense;star:white;tech:xeno_hybrid;temperature:hot;world_type:death_world
sys-0009-w05,sys-0009,5,Lamenta,5,2,B,AgriWorld,Breathable,Cold,Nonexistent,Minimal,Low,ClansTribes,AncientArchive;BlindingMists;CivilWar,eversor_temple,atmosphere:breathable;biosphere:nonexistent;feature:ancient_archive;feature:blinding_mists;feature:civil_war;gov:clans_tribes;population:minimal;star:blue_white;tech:low;temperature:cold;world_type:agri_world
sys-0009-w06,sys-0009,6,Glory Caedara,6,9,A,AgriWorld,Corrosive,Temperate,Thriving,LightlyPopulated,Standard,GuildsCombine,ColdWar;CivilWar;AncientArchive,astra_militarum,atmosphere:corrosive;biosphere:thriving;feature:ancient_archive;feature:civil_war;feature:cold_war;gov:guilds_combine;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:agri_world
sys-0010-w01,sys-0010,1,Old Eremia,1,17,A,DeathWorld,Tainted,Hot,XenoHybrid,ExtremelyDense,XenoHybrid,Megacorporations,FactionalFragmentation;EugenicCult;ExtremeEnvironment,mordant_acid_dogs;autaal_sept;armageddon_ork_hunters,atmosphere:tainted;biosphere:xeno_hybrid;feature:eugenic_cult;feature:extreme_environment;feature:factional_fragmentation;gov:megacorporations;population:extremely_dense;star:white;tech:xeno_hybrid;temperature:hot;world_type:death_world
sys-0010-w02,sys-0010,2,Octavia Depot,2,17,A,DeathWorld,Tainted,Hot,XenoHybrid,ExtremelyDense,XenoHybrid,Megacorporations,FactionalFragmentation;EugenicCult;ExtremeEnvironment,guevesa_auxiliaries;ratskin_renegades;corpse_grinder_cults,atmosphere:tainted;biosphere:xeno_hybrid;feature:eugenic_cult;feature:extreme_environment;feature:factional_fragmentation;gov:megacorporations;population:extremely_dense;star:white;tech:xeno_hybrid;temperature:hot;world_type:death_world
sys-0011-w01,sys-0011,1,Ursae Deep,1,5,B,AgriWorld,Breathable,Cold,Minimal,SoleSettlement,Low,Demagogue,BlindingMists;AlteredHumans;CivilWar,iron_snakes;confessor_retinues,atmosphere:breathable;biosphere:minimal;feature:altered_humans;feature:blinding_mists;feature:civil_war;gov:demagogue;population:sole_settlement;star:blue_white;tech:low;temperature:cold;world_type:agri_world
sys-0011-w02,sys-0011,2,Cocytia Void,2,17,A,DeathWorld,Tainted,Hot,XenoHybrid,ExtremelyDense,XenoHybrid,Megacorporations,FactionalFragmentation;ExtremeEnvironment;EugenicCult,hive_fleet_naga;warp_tainted_pilgrims;confessor_retinues,atmosphere:tainted;biosphere:xeno_hybrid;feature:eugenic_cult;feature:extreme_environment;feature:factional_fragmentation;gov:megacorporations;population:extremely_dense;star:white;tech:xeno_hybrid;temperature:hot;world_type:death_world
sys-0012-w01,sys-0012,1,Mortal Flagellus Bulwark,1,19,F,DeadWorld,Toxic,Boiling,XenoDominance,ExtremelyDense,Archaeotech,None,FlyingCities;FailedParadise;CivilWar,imperial_armour_brigades;knights_of_the_raven;the_twisted_helix,atmosphere:toxic;biosphere:xeno_dominance;feature:civil_war;feature:failed_paradise;feature:flying_cities;gov:none;population:extremely_dense;star:yellow_white;tech:archaeotech;temperature:boiling;world_type:dead_world
sys-0012-w02,sys-0012,2,Icon Maccabia Sepulchre,2,16,A,DeathWorld,Tainted,Hot,XenoHybrid,ExtremelyDense,High,MechanicusForgeLord,ExtremeEnvironment;FactionalFragmentation;EugenicCult,mortifactors;daemons_of_khorne;forbidden_tome_circles,atmosphere:tainted;biosphere:xeno_hybrid;feature:eugenic_cult;feature:extreme_environment;feature:factional_fragmentation;gov:mechanicus_forge_lord;population:extremely_dense;star:white;tech:high;temperature:hot;world_type:death_world
sys-0012-w03,sys-0012,3,Colchyr,3,8,A,AgriWorld,Breathable,Temperate,Thriving,LightlyPopulated,Standard,ExploratorAuthority,CivilWar;AncientTombs;BlindingMists,astra_militarum,atmosphere:breathable;biosphere:thriving;feature:ancient_tombs;feature:blinding_mists;feature:civil_war;gov:explorator_authority;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:agri_world
sys-0012-w04,sys-0012,4,Charontis Majoris,4,8,A,AgriWorld,Breathable,Temperate,Thriving,LightlyPopulated,Standard,ExploratorAuthority,CivilWar;CelestialPhenomena;BlindingMists,deathskulls_clan,atmosphere:breathable;biosphere:thriving;feature:blinding_mists;feature:celestial_phenomena;feature:civil_war;gov:explorator_authority;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:agri_world
sys-0012-w05,sys-0012,5,Furoria,5,3,B,AgriWorld,Breathable,Cold,Minimal,Minimal,Low,Communards,AncientTombs;CelestialPhenomena;ChaosCultists,rogue_trader_militant_houses,atmosphere:breathable;biosphere:minimal;feature:ancient_tombs;feature:celestial_phenomena;feature:chaos_cultists;gov:communards;population:minimal;star:blue_white;tech:low;temperature:cold;world_type:agri_world
sys-0013-w01,sys-0013,1,Void Penitentia,1,5,B,AgriWorld,Breathable,Cold,Minimal,SoleSettlement,Low,Demagogue,BlindingMists;AncientArchive;AlteredHumans,seraphim_choirs;the_scourged,atmosphere:breathable;biosphere:minimal;feature:altered_humans;feature:ancient_archive;feature:blinding_mists;gov:demagogue;population:sole_settlement;star:blue_white;tech:low;temperature:cold;world_type:agri_world
sys-0013-w02,sys-0013,2,Illiara,2,1,O,AgriWorld,Airless,Cold,Nonexistent,Minimal,Primitive,ChaosCult,AlteredHumans;CelestialPhenomena;ChaosCultists,tau_human_protectorates,atmosphere:airless;biosphere:nonexistent;feature:altered_humans;feature:celestial_phenomena;feature:chaos_cultists;gov:chaos_cult;population:minimal;star:blue_hypergiant;tech:primitive;temperature:cold;world_type:agri_world
sys-0013-w03,sys-0013,3,Ambros Nonus,3,8,A,AgriWorld,Breathable,Temperate,Thriving,LightlyPopulated,Standard,ExploratorAuthority,CivilWar;ChaosCultists;ArchaeotechRuins,chronomancer_circles,atmosphere:breathable;biosphere:thriving;feature:archaeotech_ruins;feature:chaos_cultists;feature:civil_war;gov:explorator_authority;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:agri_world
sys-0014-w01,sys-0014,1,Tiberion Outer,1,15,A,DeathWorld,Tainted,Hot,XenoHybrid,DenselyPopulated,High,MagistrateCouncil,EugenicCult;ExtremeEnvironment;FactionalFragmentation,dark_skitarii;deathwatch;house_terryn,atmosphere:tainted;biosphere:xeno_hybrid;feature:eugenic_cult;feature:extreme_environment;feature:factional_fragmentation;gov:magistrate_council;population:densely_populated;star:white;tech:high;temperature:hot;world_type:death_world
sys-0014-w02,sys-0014,2,Charontis,2,8,A,AgriWorld,Breathable,Temperate,Thriving,LightlyPopulated,Standard,ExploratorAuthority,CivilWar;ChaosCultists;AncientTombs,serrated_query,atmosphere:breathable;biosphere:thriving;feature:ancient_tombs;feature:chaos_cultists;feature:civil_war;gov:explorator_authority;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:agri_world
sys-0014-w03,sys-0014,3,Bitter Triumphia,3,1,O,AgriWorld,Airless,Cold,Nonexistent,Minimal,Primitive,ChaosCult,AlteredHumans;CivilWar;BlindingMists,squig_hog_boyz,atmosphere:airless;biosphere:nonexistent;feature:altered_humans;feature:blinding_mists;feature:civil_war;gov:chaos_cult;population:minimal;star:blue_hypergiant;tech:primitive;temperature:cold;world_type:agri_world
sys-0014-w04,sys-0014,4,Repentia,4,8,A,AgriWorld,Breathable,Temperate,Thriving,LightlyPopulated,Standard,ExploratorAuthority,CivilWar;AncientTombs;CelestialPhenomena,beast_snaggas,atmosphere:breathable;biosphere:thriving;feature:ancient_tombs;feature:celestial_phenomena;feature:civil_war;gov:explorator_authority;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:agri_world
sys-0015-w01,sys-0015,1,Medeon,1,19,F,DeadWorld,Toxic,Boiling,XenoDominance,ExtremelyDense,Archaeotech,None,FlyingCities;FailedParadise;CivilWar,order_of_the_bloody_rose;legio_atarus;traitor_navy_armsmen,atmosphere:toxic;biosphere:xeno_dominance;feature:civil_war;feature:failed_paradise;feature:flying_cities;gov:none;population:extremely_dense;star:yellow_white;tech:archaeotech;temperature:boiling;world_type:dead_world
sys-0015-w02,sys-0015,2,Scorched Manticora,2,10,A,BastionWorld,Exotic,Temperate,Thriving,LightlyPopulated,Standard,Hereteks,CrumblingArcologies;DaemonicCorruption;DangerousWildlife,adeptus_astronomica,atmosphere:exotic;biosphere:thriving;feature:crumbling_arcologies;feature:daemonic_corruption;feature:dangerous_wildlife;gov:hereteks;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:bastion_world
sys-0015-w03,sys-0015,3,Old Mendica,3,17,A,DeathWorld,Tainted,Hot,XenoHybrid,ExtremelyDense,XenoHybrid,Megacorporations,FactionalFragmentation;ExtremeEnvironment;EugenicCult,the_pauper_princes;bad_moons_clan;goff_clan,atmosphere:tainted;biosphere:xeno_hybrid;feature:eugenic_cult;feature:extreme_environment;feature:factional_fragmentation;gov:megacorporations;population:extremely_dense;star:white;tech:xeno_hybrid;temperature:hot;world_type:death_world
sys-0015-w04,sys-0015,4,Argenth Void,4,8,A,AgriWorld,Breathable,Temperate,Thriving,LightlyPopulated,Standard,ExploratorAuthority,CivilWar;Abhumans;CelestialPhenomena,free_traders,atmosphere:breathable;biosphere:thriving;feature:abhumans;feature:celestial_phenomena;feature:civil_war;gov:explorator_authority;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:agri_world
sys-0016-w01,sys-0016,1,Carceron Inner,1,11,A,BastionWorld,Thin,Temperate,Poisoned,DenselyPopulated,Standard,HereticalImperialCult,DaemonicCorruption;DangerousWildlife;CrumblingArcologies,scion_drop_commandos;malefic_choirs;segmentum_command,atmosphere:thin;biosphere:poisoned;feature:crumbling_arcologies;feature:daemonic_corruption;feature:dangerous_wildlife;gov:heretical_imperial_cult;population:densely_populated;star:white;tech:standard;temperature:temperate;world_type:bastion_world
sys-0016-w02,sys-0016,2,Crucible Kanak,2,8,A,AgriWorld,Breathable,Temperate,Thriving,LightlyPopulated,Standard,ExploratorAuthority,CivilWar;CelestialPhenomena;ChaosCultists,moebian_sixth,atmosphere:breathable;biosphere:thriving;feature:celestial_phenomena;feature:chaos_cultists;feature:civil_war;gov:explorator_authority;population:lightly_populated;star:white;tech:standard;temperature:temperate;world_type:agri_world
